customer_id,age,gender,location,months_subscribed,login_frequency,session_duration_mins,features_used,support_tickets,satisfaction_score,churned
1073,34,M,Suburban,15,28,55,9,0,4.4,0
1074,48,F,Urban,7,10,23,4,2,2.7,1
1075,30,M,Urban,20,32,65,12,0,4.7,0
1076,56,F,Rural,2,4,11,1,8,1.6,1
1077,35,M,Urban,14,26,50,8,1,4.2,0
1078,43,F,Suburban,9,12,26,5,3,2.8,1
1079,27,M,Urban,19,33,69,13,0,4.8,0
1080,49,F,Rural,5,7,19,3,5,2.2,1
1081,32,M,Suburban,21,34,64,11,1,4.6,0
1082,45,F,Urban,8,11,25,4,2,2.9,1
1083,29,M,Urban,18,31,61,11,0,4.5,0
1084,51,F,Suburban,6,8,20,3,4,2.3,1
1085,36,M,Urban,13,27,52,9,1,4.3,0
1086,40,F,Rural,10,13,28,5,3,2.7,1
1087,26,M,Urban,20,34,70,13,0,4.9,0
1088,55,F,Suburban,3,5,13,2,7,1.9,1
1089,37,M,Urban,12,25,48,8,0,4.2,0
1090,46,F,Rural,7,9,22,4,4,2.5,1
1091,31,M,Suburban,24,36,73,14,0,5.0,0
1092,42,F,Urban,9,12,27,5,2,2.8,1
1093,28,M,Urban,17,30,60,10,1,4.6,0
1094,53,F,Rural,4,6,16,2,6,2.0,1
1095,33,M,Urban,22,35,68,12,0,4.8,0
1096,39,F,Suburban,8,11,24,4,3,2.6,1
1097,30,M,Urban,19,32,63,11,0,4.7,0
1098,50,F,Rural,5,7,18,3,5,2.2,1
1099,34,M,Suburban,14,27,53,9,1,4.3,0
1100,44,F,Urban,10,13,29,5,2,2.9,1
1101,25,M,Urban,21,35,71,14,0,4.9,0
1102,54,F,Rural,2,4,12,1,7,1.8,1
1103,38,M,Urban,11,24,44,7,1,4.0,0
1104,47,F,Suburban,6,8,21,3,4,2.4,1
1105,32,M,Urban,23,34,66,12,0,4.7,0
1106,41,F,Rural,9,12,26,5,3,2.7,1
1107,27,M,Suburban,16,29,58,10,1,4.4,0
1108,52,F,Urban,3,5,14,2,6,2.0,1
1109,35,M,Urban,15,28,56,9,0,4.5,0
1110,48,F,Suburban,7,10,23,4,2,2.8,1
1111,29,M,Urban,18,31,62,11,1,4.6,0
1112,56,F,Rural,2,4,11,1,8,1.7,1
1113,36,M,Urban,13,26,51,8,0,4.3,0
1114,43,F,Suburban,8,11,25,4,3,2.6,1
1115,28,M,Urban,20,33,67,12,0,4.8,0
1116,49,F,Rural,4,6,17,2,5,2.1,1
1117,31,M,Suburban,22,34,65,11,1,4.7,0
1118,40,F,Urban,10,13,28,5,2,2.9,1
1119,26,M,Urban,17,30,59,10,0,4.5,0
1120,51,F,Rural,5,7,19,3,4,2.2,1
1121,37,M,Urban,12,25,47,8,1,4.1,0
1122,45,F,Suburban,9,12,26,5,3,2.8,1
1123,30,M,Urban,21,33,64,12,0,4.7,0
1124,53,F,Rural,3,5,13,2,7,1.9,1
1125,33,M,Suburban,24,36,72,14,0,5.0,0
1126,39,F,Urban,8,11,24,4,2,2.7,1
1127,27,M,Urban,19,32,61,11,1,4.6,0
1128,55,F,Suburban,6,8,20,3,5,2.3,1
1129,34,M,Urban,14,27,52,9,0,4.4,0
1130,46,F,Rural,7,10,22,4,4,2.5,1
1131,29,M,Suburban,18,31,63,11,0,4.8,0
1132,50,F,Urban,4,6,16,2,6,2.0,1
1133,35,M,Urban,15,28,54,9,1,4.3,0
1134,42,F,Suburban,10,13,29,5,3,2.9,1
1135,26,M,Urban,20,34,68,13,0,4.9,0
1136,54,F,Rural,2,4,12,1,7,1.8,1
1137,38,M,Urban,11,24,45,7,0,4.1,0
1138,47,F,Suburban,6,8,21,3,4,2.4,1
1139,31,M,Urban,23,35,69,13,0,4.8,0
1140,41,F,Rural,9,12,27,5,3,2.6,1
1141,28,M,Suburban,17,30,60,10,1,4.5,0
1142,52,F,Urban,3,5,14,2,6,2.0,1
1143,36,M,Urban,13,26,50,8,1,4.2,0
1144,44,F,Suburban,8,11,25,4,2,2.8,1
1145,30,M,Urban,22,34,66,12,0,4.7,0
1146,56,F,Rural,2,4,11,1,8,1.6,1
1147,32,M,Urban,21,33,65,11,0,4.6,0
1148,48,F,Suburban,7,10,23,4,3,2.7,1
1149,27,M,Urban,18,31,62,11,1,4.6,0
1150,51,F,Rural,4,6,17,2,5,2.1,1
1151,35,M,Suburban,14,27,53,9,0,4.4,0
1152,40,F,Urban,10,13,28,5,2,2.9,1
1153,25,M,Urban,19,33,67,13,0,4.8,0
1154,53,F,Rural,5,7,19,3,6,2.2,1
1155,37,M,Urban,12,25,48,8,1,4.2,0
1156,46,F,Suburban,9,12,26,5,3,2.8,1
1157,29,M,Urban,20,32,64,12,0,4.7,0
1158,49,F,Rural,6,8,20,3,4,2.3,1
1159,33,M,Suburban,23,35,70,13,0,4.8,0
1160,39,F,Urban,8,11,24,4,2,2.6,1
1161,28,M,Urban,17,30,59,10,1,4.5,0
1162,55,F,Rural,3,5,13,2,7,1.9,1
1163,34,M,Urban,15,28,55,9,0,4.4,0
1164,43,F,Suburban,7,10,23,4,3,2.7,1
1165,31,M,Urban,24,36,73,14,0,5.0,0
1166,42,F,Rural,10,13,29,5,2,2.9,1
1167,26,M,Suburban,16,29,57,10,1,4.4,0
1168,54,F,Urban,2,4,12,1,7,1.8,1
1169,38,M,Urban,11,24,44,7,0,4.0,0
1170,47,F,Suburban,6,8,21,3,5,2.4,1
1171,32,M,Urban,22,34,65,12,0,4.7,0
1172,41,F,Rural,9,12,26,5,3,2.7,1
1173,27,M,Urban,19,32,62,11,0,4.6,0
1174,52,F,Suburban,3,5,14,2,6,2.0,1
1175,35,M,Urban,14,27,52,9,1,4.3,0
1176,48,F,Urban,8,11,25,4,2,2.8,1
1177,30,M,Suburban,21,33,66,12,0,4.7,0
1178,56,F,Rural,2,4,11,1,8,1.7,1
1179,36,M,Urban,13,26,51,8,0,4.3,0
1180,44,F,Suburban,10,13,28,5,3,2.9,1
1181,29,M,Urban,18,31,61,11,1,4.6,0
1182,50,F,Rural,4,6,17,2,5,2.1,1
1183,33,M,Urban,23,35,68,13,0,4.8,0
1184,39,F,Suburban,7,10,22,4,2,2.6,1
1185,28,M,Urban,20,33,64,12,0,4.7,0
1186,51,F,Rural,5,7,19,3,4,2.2,1
1187,37,M,Suburban,12,25,47,8,1,4.1,0
1188,45,F,Urban,9,12,27,5,3,2.8,1
1189,26,M,Urban,17,30,60,10,0,4.5,0
1190,53,F,Rural,6,8,20,3,6,2.3,1
1191,34,M,Urban,15,28,56,9,0,4.4,0
1192,46,F,Suburban,8,11,24,4,3,2.7,1
1193,31,M,Urban,24,36,72,14,0,5.0,0
1194,42,F,Rural,10,13,29,5,2,2.9,1
1195,27,M,Suburban,16,29,58,10,1,4.4,0
1196,54,F,Urban,2,4,12,1,7,1.8,1
1197,38,M,Urban,11,24,45,7,0,4.1,0
1198,47,F,Suburban,6,8,21,3,4,2.4,1
1199,32,M,Urban,23,34,67,12,0,4.8,0
1200,40,F,Rural,9,12,26,5,3,2.7,1
1201,25,M,Urban,19,33,69,13,0,4.9,0
1202,55,F,Suburban,3,5,13,2,7,1.9,1
1203,36,M,Urban,13,26,50,8,1,4.2,0
1204,43,F,Rural,8,11,25,4,4,2.6,1
1205,30,M,Suburban,22,34,65,12,0,4.7,0
1206,56,F,Urban,2,4,11,1,8,1.6,1
1207,35,M,Urban,14,27,53,9,0,4.3,0
1208,48,F,Suburban,7,10,23,4,3,2.8,1
1209,29,M,Urban,20,32,63,11,1,4.6,0
1210,49,F,Rural,4,6,17,2,5,2.1,1
1211,33,M,Urban,21,33,64,12,0,4.7,0
1212,39,F,Suburban,10,13,28,5,2,2.9,1
1213,28,M,Urban,18,31,62,11,0,4.6,0
1214,51,F,Rural,5,7,19,3,4,2.2,1
1215,37,M,Suburban,12,25,48,8,1,4.2,0
1216,45,F,Urban,9,12,26,5,3,2.8,1
1217,26,M,Urban,17,30,59,10,0,4.5,0
1218,53,F,Rural,6,8,20,3,6,2.3,1
1219,34,M,Urban,15,28,55,9,0,4.4,0
1220,46,F,Suburban,8,11,24,4,2,2.7,1
1221,31,M,Suburban,24,36,73,14,0,5.0,0
1222,42,F,Rural,10,13,29,5,3,2.9,1
1223,27,M,Urban,19,32,61,11,1,4.6,0
1224,54,F,Suburban,2,4,12,1,7,1.8,1
1225,38,M,Urban,11,24,44,7,0,4.0,0
1226,47,F,Rural,6,8,21,3,5,2.4,1
1227,32,M,Urban,23,35,68,13,0,4.8,0
1228,41,F,Suburban,9,12,27,5,3,2.7,1
1229,28,M,Urban,20,33,66,12,0,4.7,0
1230,52,F,Rural,3,5,14,2,6,2.0,1
1231,35,M,Suburban,14,27,52,9,1,4.3,0
1232,44,F,Urban,8,11,25,4,2,2.8,1
1233,30,M,Urban,22,34,67,12,0,4.8,0
1234,56,F,Rural,2,4,11,1,8,1.7,1
1235,36,M,Urban,13,26,51,8,0,4.3,0
1236,43,F,Suburban,10,13,28,5,3,2.9,1
1237,29,M,Urban,18,31,63,11,1,4.6,0
1238,50,F,Rural,4,6,17,2,5,2.1,1
1239,33,M,Suburban,23,35,70,13,0,4.8,0
1240,39,F,Urban,7,10,22,4,2,2.6,1
1241,28,M,Urban,20,33,64,12,0,4.7,0
1242,51,F,Rural,5,7,19,3,4,2.2,1
1243,37,M,Urban,12,25,47,8,1,4.1,0
1244,45,F,Suburban,9,12,26,5,3,2.8,1
1245,26,M,Urban,17,30,60,10,0,4.5,0
1246,53,F,Rural,6,8,20,3,6,2.3,1
1247,34,M,Suburban,15,28,56,9,0,4.4,0
1248,46,F,Urban,8,11,24,4,3,2.7,1
1249,31,M,Urban,24,36,72,14,0,5.0,0
1250,42,F,Rural,10,13,29,5,2,2.9,1
1251,25,M,Urban,19,33,67,13,0,4.9,0
1252,55,F,Suburban,3,5,13,2,7,1.9,1
1253,38,M,Urban,11,24,45,7,0,4.1,0
1254,47,F,Rural,6,8,21,3,5,2.4,1
1255,32,M,Suburban,23,34,66,12,0,4.7,0
1256,40,F,Urban,9,12,27,5,3,2.7,1
1257,27,M,Urban,16,29,57,10,1,4.4,0
1258,54,F,Rural,2,4,12,1,7,1.8,1
1259,36,M,Urban,13,26,50,8,1,4.2,0
1260,43,F,Suburban,8,11,25,4,2,2.8,1
1261,30,M,Urban,22,34,65,12,0,4.7,0
1262,56,F,Rural,2,4,11,1,8,1.6,1
1263,35,M,Suburban,14,27,53,9,0,4.3,0
1264,48,F,Urban,7,10,23,4,3,2.8,1
1265,29,M,Urban,20,32,63,11,1,4.6,0
1266,49,F,Rural,4,6,17,2,5,2.1,1
1267,33,M,Suburban,21,33,64,12,0,4.7,0
1268,39,F,Urban,10,13,28,5,2,2.9,1
1269,28,M,Urban,18,31,62,11,0,4.6,0
1270,51,F,Rural,5,7,19,3,4,2.2,1
1271,37,M,Urban,12,25,48,8,1,4.2,0
1272,45,F,Suburban,9,12,26,5,3,2.8,1
1273,26,M,Urban,17,30,59,10,0,4.5,0
1274,53,F,Rural,6,8,20,3,6,2.3,1
1275,34,M,Suburban,15,28,55,9,0,4.4,0
1276,46,F,Urban,8,11,24,4,2,2.7,1
1277,31,M,Urban,24,36,73,14,0,5.0,0
1278,42,F,Rural,10,13,29,5,3,2.9,1
1279,27,M,Suburban,19,32,61,11,1,4.6,0
1280,54,F,Urban,2,4,12,1,7,1.8,1
1281,38,M,Urban,11,24,44,7,0,4.0,0
1282,47,F,Suburban,6,8,21,3,5,2.4,1
1283,32,M,Urban,23,35,68,13,0,4.8,0
1284,41,F,Rural,9,12,27,5,3,2.7,1
1285,28,M,Urban,20,33,66,12,0,4.7,0
1286,52,F,Suburban,3,5,14,2,6,2.0,1
1287,35,M,Urban,14,27,52,9,1,4.3,0
1288,44,F,Rural,8,11,25,4,4,2.6,1
1289,30,M,Suburban,22,34,67,12,0,4.8,0
1290,56,F,Urban,2,4,11,1,8,1.7,1
1291,36,M,Urban,13,26,51,8,0,4.3,0
1292,43,F,Suburban,10,13,28,5,3,2.9,1
1293,29,M,Urban,18,31,63,11,1,4.6,0
1294,50,F,Rural,4,6,17,2,5,2.1,1
1295,33,M,Urban,23,35,70,13,0,4.8,0
1296,39,F,Suburban,7,10,22,4,2,2.6,1
1297,28,M,Urban,20,33,64,12,0,4.7,0
1298,51,F,Rural,5,7,19,3,4,2.2,1
1299,37,M,Suburban,12,25,47,8,1,4.1,0
1300,45,F,Urban,9,12,26,5,3,2.8,1
1301,26,M,Urban,17,30,60,10,0,4.5,0
1302,53,F,Rural,6,8,20,3,6,2.3,1
1303,34,M,Urban,15,28,56,9,0,4.4,0
1304,46,F,Suburban,8,11,24,4,3,2.7,1
1305,31,M,Suburban,24,36,72,14,0,5.0,0
1306,42,F,Rural,10,13,29,5,2,2.9,1
1307,25,M,Urban,19,33,69,13,0,4.9,0
1308,55,F,Urban,3,5,13,2,7,1.9,1
1309,38,M,Suburban,11,24,45,7,0,4.1,0
1310,47,F,Rural,6,8,21,3,5,2.4,1
1311,32,M,Urban,23,34,66,12,0,4.7,0
1312,40,F,Suburban,9,12,27,5,3,2.7,1
1313,27,M,Urban,16,29,57,10,1,4.4,0
1314,54,F,Rural,2,4,12,1,7,1.8,1
1315,36,M,Urban,13,26,50,8,1,4.2,0
1316,43,F,Suburban,8,11,25,4,2,2.8,1
1317,30,M,Urban,22,34,65,12,0,4.7,0
1318,56,F,Rural,2,4,11,1,8,1.6,1
1319,35,M,Suburban,14,27,53,9,0,4.3,0
1320,48,F,Urban,7,10,23,4,3,2.8,1
1321,29,M,Urban,20,32,63,11,1,4.6,0
1322,49,F,Rural,4,6,17,2,5,2.1,1
1323,33,M,Urban,21,33,64,12,0,4.7,0
1324,39,F,Suburban,10,13,28,5,2,2.9,1
1325,28,M,Suburban,18,31,62,11,0,4.6,0
1326,51,F,Rural,5,7,19,3,4,2.2,1
1327,37,M,Urban,12,25,48,8,1,4.2,0
1328,45,F,Suburban,9,12,26,5,3,2.8,1
1329,26,M,Urban,17,30,59,10,0,4.5,0
1330,53,F,Rural,6,8,20,3,6,2.3,1
1331,34,M,Urban,15,28,55,9,0,4.4,0
1332,46,F,Suburban,8,11,24,4,2,2.7,1
1333,31,M,Urban,24,36,73,14,0,5.0,0
1334,42,F,Rural,10,13,29,5,3,2.9,1
1335,27,M,Suburban,19,32,61,11,1,4.6,0
1336,54,F,Urban,2,4,12,1,7,1.8,1
1337,38,M,Urban,11,24,44,7,0,4.0,0
1338,47,F,Suburban,6,8,21,3,5,2.4,1
1339,32,M,Urban,23,35,68,13,0,4.8,0
1340,41,F,Rural,9,12,27,5,3,2.7,1
1341,28,M,Suburban,20,33,66,12,0,4.7,0
1342,52,F,Urban,3,5,14,2,6,2.0,1
1343,35,M,Urban,14,27,52,9,1,4.3,0
1344,44,F,Suburban,8,11,25,4,2,2.8,1
1345,30,M,Urban,22,34,67,12,0,4.8,0
1346,56,F,Rural,2,4,11,1,8,1.7,1
1347,36,M,Suburban,13,26,51,8,0,4.3,0
1348,43,F,Urban,10,13,28,5,3,2.9,1
1349,29,M,Urban,18,31,63,11,1,4.6,0
1350,50,F,Rural,4,6,17,2,5,2.1,1
1351,33,M,Urban,23,35,70,13,0,4.8,0
1352,39,F,Suburban,7,10,22,4,2,2.6,1
1353,28,M,Urban,20,33,64,12,0,4.7,0
1354,51,F,Rural,5,7,19,3,4,2.2,1
1355,37,M,Suburban,12,25,47,8,1,4.1,0
1356,45,F,Urban,9,12,26,5,3,2.8,1
1357,26,M,Urban,17,30,60,10,0,4.5,0
1358,53,F,Rural,6,8,20,3,6,2.3,1
1359,34,M,Suburban,15,28,56,9,0,4.4,0
1360,46,F,Urban,8,11,24,4,3,2.7,1
1361,31,M,Urban,24,36,72,14,0,5.0,0
1362,42,F,Rural,10,13,29,5,2,2.9,1
1363,25,M,Suburban,19,33,67,13,0,4.9,0
1364,55,F,Urban,3,5,13,2,7,1.9,1
1365,38,M,Urban,11,24,45,7,0,4.1,0
1366,47,F,Suburban,6,8,21,3,5,2.4,1
1367,32,M,Urban,23,34,66,12,0,4.7,0
1368,40,F,Rural,9,12,27,5,3,2.7,1
1369,27,M,Suburban,16,29,57,10,1,4.4,0
1370,54,F,Urban,2,4,12,1,7,1.8,1
1371,36,M,Urban,13,26,50,8,1,4.2,0
1372,43,F,Suburban,8,11,25,4,2,2.8,1
1373,30,M,Urban,22,34,65,12,0,4.7,0
1374,56,F,Rural,2,4,11,1,8,1.6,1
1375,35,M,Suburban,14,27,53,9,0,4.3,0
1376,48,F,Urban,7,10,23,4,3,2.8,1
1377,29,M,Urban,20,32,63,11,1,4.6,0
1378,49,F,Rural,4,6,17,2,5,2.1,1
1379,33,M,Urban,21,33,64,12,0,4.7,0
1380,39,F,Suburban,10,13,28,5,2,2.9,1
1381,28,M,Suburban,18,31,62,11,0,4.6,0
1382,51,F,Rural,5,7,19,3,4,2.2,1
1383,37,M,Urban,12,25,48,8,1,4.2,0
1384,45,F,Suburban,9,12,26,5,3,2.8,1
1385,26,M,Urban,17,30,59,10,0,4.5,0
1386,53,F,Rural,6,8,20,3,6,2.3,1
1387,34,M,Urban,15,28,55,9,0,4.4,0
1388,46,F,Suburban,8,11,24,4,2,2.7,1
1389,31,M,Suburban,24,36,73,14,0,5.0,0
1390,42,F,Rural,10,13,29,5,3,2.9,1
1391,27,M,Urban,19,32,61,11,1,4.6,0
1392,54,F,Urban,2,4,12,1,7,1.8,1
1393,38,M,Suburban,11,24,44,7,0,4.0,0
1394,47,F,Rural,6,8,21,3,5,2.4,1
1395,32,M,Urban,23,35,68,13,0,4.8,0
1396,41,F,Suburban,9,12,27,5,3,2.7,1
1397,28,M,Urban,20,33,66,12,0,4.7,0
1398,52,F,Rural,3,5,14,2,6,2.0,1
1399,35,M,Suburban,14,27,52,9,1,4.3,0
1400,44,F,Urban,8,11,25,4,2,2.8,1
1401,30,M,Urban,22,34,67,12,0,4.8,0
1402,56,F,Rural,2,4,11,1,8,1.7,1
1403,36,M,Suburban,13,26,51,8,0,4.3,0
1404,43,F,Urban,10,13,28,5,3,2.9,1
1405,29,M,Urban,18,31,63,11,1,4.6,0
1406,50,F,Rural,4,6,17,2,5,2.1,1
1407,33,M,Urban,23,35,70,13,0,4.8,0
1408,39,F,Suburban,7,10,22,4,2,2.6,1
1409,28,M,Suburban,20,33,64,12,0,4.7,0
1410,51,F,Rural,5,7,19,3,4,2.2,1
1411,37,M,Urban,12,25,47,8,1,4.1,0
1412,45,F,Suburban,9,12,26,5,3,2.8,1
1413,26,M,Urban,17,30,60,10,0,4.5,0
1414,53,F,Rural,6,8,20,3,6,2.3,1
1415,34,M,Urban,15,28,56,9,0,4.4,0
1416,46,F,Suburban,8,11,24,4,3,2.7,1
1417,31,M,Urban,24,36,72,14,0,5.0,0
1418,42,F,Rural,10,13,29,5,2,2.9,1
1419,25,M,Suburban,19,33,69,13,0,4.9,0
1420,55,F,Urban,3,5,13,2,7,1.9,1
1421,38,M,Urban,11,24,45,7,0,4.1,0
1422,47,F,Suburban,6,8,21,3,5,2.4,1
1423,32,M,Urban,23,34,66,12,0,4.7,0
1424,40,F,Rural,9,12,27,5,3,2.7,1
1425,27,M,Suburban,16,29,57,10,1,4.4,0
1426,54,F,Urban,2,4,12,1,7,1.8,1
1427,36,M,Urban,13,26,50,8,1,4.2,0
1428,43,F,Suburban,8,11,25,4,2,2.8,1
1429,30,M,Urban,22,34,65,12,0,4.7,0
1430,56,F,Rural,2,4,11,1,8,1.6,1
1431,35,M,Suburban,14,27,53,9,0,4.3,0
1432,48,F,Urban,7,10,23,4,3,2.8,1
1433,29,M,Urban,20,32,63,11,1,4.6,0
1434,49,F,Rural,4,6,17,2,5,2.1,1
1435,33,M,Urban,21,33,64,12,0,4.7,0
1436,39,F,Suburban,10,13,28,5,2,2.9,1
1437,28,M,Suburban,18,31,62,11,0,4.6,0
1438,51,F,Rural,5,7,19,3,4,2.2,1
1439,37,M,Urban,12,25,48,8,1,4.2,0
1440,45,F,Suburban,9,12,26,5,3,2.8,1
1441,26,M,Urban,17,30,59,10,0,4.5,0
1442,53,F,Rural,6,8,20,3,6,2.3,1
1443,34,M,Urban,15,28,55,9,0,4.4,0
1444,46,F,Suburban,8,11,24,4,2,2.7,1
1445,31,M,Suburban,24,36,73,14,0,5.0,0
1446,42,F,Rural,10,13,29,5,3,2.9,1
1447,27,M,Urban,19,32,61,11,1,4.6,0
1448,54,F,Urban,2,4,12,1,7,1.8,1
1449,38,M,Suburban,11,24,44,7,0,4.0,0
1450,47,F,Rural,6,8,21,3,5,2.4,1
1451,32,M,Urban,23,35,68,13,0,4.8,0
1452,41,F,Suburban,9,12,27,5,3,2.7,1
1453,28,M,Urban,20,33,66,12,0,4.7,0
1454,52,F,Rural,3,5,14,2,6,2.0,1
1455,35,M,Suburban,14,27,52,9,1,4.3,0
1456,44,F,Urban,8,11,25,4,2,2.8,1
1457,30,M,Urban,22,34,67,12,0,4.8,0
1458,56,F,Rural,2,4,11,1,8,1.7,1
1459,36,M,Suburban,13,26,51,8,0,4.3,0
1460,43,F,Urban,10,13,28,5,3,2.9,1
1461,29,M,Urban,18,31,63,11,1,4.6,0
1462,50,F,Rural,4,6,17,2,5,2.1,1
1463,33,M,Urban,23,35,70,13,0,4.8,0
1464,39,F,Suburban,7,10,22,4,2,2.6,1
1465,28,M,Suburban,20,33,64,12,0,4.7,0
1466,51,F,Rural,5,7,19,3,4,2.2,1
1467,37,M,Urban,12,25,47,8,1,4.1,0
1468,45,F,Suburban,9,12,26,5,3,2.8,1
1469,26,M,Urban,17,30,60,10,0,4.5,0
1470,53,F,Rural,6,8,20,3,6,2.3,1
1471,34,M,Urban,15,28,56,9,0,4.4,0
1472,46,F,Suburban,8,11,24,4,3,2.7,1
1473,31,M,Urban,24,36,72,14,0,5.0,0
1474,42,F,Rural,10,13,29,5,2,2.9,1
1475,25,M,Suburban,19,33,67,13,0,4.9,0
1476,55,F,Urban,3,5,13,2,7,1.9,1
1477,38,M,Urban,11,24,45,7,0,4.1,0
1478,47,F,Suburban,6,8,21,3,5,2.4,1
1479,32,M,Urban,23,34,66,12,0,4.7,0
1480,40,F,Rural,9,12,27,5,3,2.7,1
1481,27,M,Suburban,16,29,57,10,1,4.4,0
1482,54,F,Urban,2,4,12,1,7,1.8,1
1483,36,M,Urban,13,26,50,8,1,4.2,0
1484,43,F,Suburban,8,11,25,4,2,2.8,1
1485,30,M,Urban,22,34,65,12,0,4.7,0
1486,56,F,Rural,2,4,11,1,8,1.6,1
1487,35,M,Suburban,14,27,53,9,0,4.3,0
1488,48,F,Urban,7,10,23,4,3,2.8,1
1489,29,M,Urban,20,32,63,11,1,4.6,0
1490,49,F,Rural,4,6,17,2,5,2.1,1
1491,33,M,Urban,21,33,64,12,0,4.7,0
1492,39,F,Suburban,10,13,28,5,2,2.9,1
1493,28,M,Suburban,18,31,62,11,0,4.6,0
1494,51,F,Rural,5,7,19,3,4,2.2,1
1495,37,M,Urban,12,25,48,8,1,4.2,0
1496,45,F,Suburban,9,12,26,5,3,2.8,1
1497,26,M,Urban,17,30,59,10,0,4.5,0
1498,53,F,Rural,6,8,20,3,6,2.3,1
1499,34,M,Urban,15,28,55,9,0,4.4,0
1500,46,F,Suburban,8,11,24,4,2,2.7,1
